Date,Team,Opponent,Team Score,Opponent Score,Team Result
3/9/13,E Washington,Weber St,57,65,Loss
3/9/13,Iowa St,West Virginia,83,74,Win
3/9/13,West Virginia,Iowa St,74,83,Loss
3/9/13,Yale,Penn,79,65,Win
3/9/13,Penn,Yale,65,79,Loss
3/8/13,Kent,Akron,68,64,Win
3/8/13,Akron,Kent,64,68,Loss
3/8/13,Bowling Green,Buffalo,76,65,Win
3/8/13,Buffalo,Bowling Green,65,76,Loss
3/8/13,Penn,Brown,66,64,Win
3/8/13,Brown,Penn,64,66,Loss
3/8/13,Dartmouth,Cornell,76,62,Win
3/8/13,Cornell,Dartmouth,62,76,Loss
3/8/13,Harvard,Columbia,56,51,Win
3/8/13,Columbia,Harvard,51,56,Loss
3/8/13,Mercer,SC Upstate,72,64,Win
3/8/13,SC Upstate,Mercer,64,72,Loss
3/8/13,Rutgers,Seton Hall,56,51,Win
3/8/13,Seton Hall,Rutgers,51,56,Loss
3/8/13,Yale,Princeton,71,66,Win
3/8/13,Princeton,Yale,66,71,Loss
3/7/13,Cal Poly SLO,UC Riverside,68,62,Win
3/7/13,UC Riverside,Cal Poly SLO,62,68,Loss
3/7/13,Colorado,Oregon,76,53,Win
3/7/13,Oregon,Colorado,53,76,Loss
3/7/13,Coppin St,Bethune-Cookman,69,61,Win
3/7/13,Bethune-Cookman,Coppin St,61,69,Loss
3/7/13,CS Northridge,Hawaii,88,75,Win
3/7/13,Hawaii,CS Northridge,75,88,Loss
3/7/13,Denver,UT Arlington,84,55,Win
3/7/13,UT Arlington,Denver,55,84,Loss
3/7/13,Florida St,Virginia,53,51,Win
3/7/13,Virginia,Florida St,51,53,Loss
3/7/13,Georgia,Kentucky,72,62,Win
3/7/13,Kentucky,Georgia,62,72,Loss
3/7/13,NC Central,Hampton,68,64,Win
3/7/13,Hampton,NC Central,64,68,Loss
3/7/13,E Washington,Idaho St,87,73,Win
3/7/13,Idaho St,E Washington,73,87,Loss
3/7/13,Butler,Massachusetts,73,62,Win
3/7/13,Massachusetts,Butler,62,73,Loss
3/7/13,Michigan St,Wisconsin,58,43,Win
3/7/13,Wisconsin,Michigan St,43,58,Loss
3/7/13,Montana,CS Sacramento,63,52,Win
3/7/13,CS Sacramento,Montana,52,63,Loss
3/7/13,Montana St,Northern Arizona,83,79,Win
3/7/13,Northern Arizona,Montana St,79,83,Loss
3/7/13,Morgan St,Florida A&M,78,67,Win
3/7/13,Florida A&M,Morgan St,67,78,Loss
3/7/13,N Colorado,Southern Utah,66,58,Win
3/7/13,Southern Utah,N Colorado,58,66,Loss
3/7/13,New Mexico St,Louisiana Tech,78,60,Win
3/7/13,Louisiana Tech,New Mexico St,60,78,Loss
3/7/13,Nicholls St,Lamar,90,63,Win
3/7/13,Lamar,Nicholls St,63,90,Loss
3/7/13,Norfolk St,NC A&T,55,48,Win
3/7/13,NC A&T,Norfolk St,48,55,Loss
3/7/13,Penn St,Northwestern,66,59,Win
3/7/13,Northwestern,Penn St,59,66,Loss
3/7/13,Northwestern LA,TAM C. Christi,66,51,Win
3/7/13,TAM C. Christi,Northwestern LA,51,66,Loss
3/7/13,Pacific,UC Irvine,70,62,Win
3/7/13,UC Irvine,Pacific,62,70,Loss
3/7/13,S Carolina St,Delaware St,62,60,Win
3/7/13,Delaware St,S Carolina St,60,62,Loss
3/7/13,Santa Barbara,CS Fullerton,66,50,Win
3/7/13,CS Fullerton,Santa Barbara,50,66,Loss
3/7/13,Savannah St,MD E Shore,71,54,Win
3/7/13,MD E Shore,Savannah St,54,71,Loss
3/7/13,SE Louisiana,McNeese St,79,68,Win
3/7/13,McNeese St,SE Louisiana,68,79,Loss
3/7/13,SF Austin,Sam Houston St,57,42,Win
3/7/13,Sam Houston St,SF Austin,42,57,Loss
3/7/13,Long Beach St,UC Davis,77,76,Win
3/7/13,UC Davis,Long Beach St,76,77,Loss
3/7/13,Utah,Oregon St,72,61,Win
3/7/13,Oregon St,Utah,61,72,Loss
3/7/13,Utah St,Texas St,77,61,Win
3/7/13,Texas St,Utah St,61,77,Loss
3/7/13,Weber St,Portland St,80,52,Win
3/7/13,Portland St,Weber St,52,80,Loss
3/6/13,Army,American Univ,65,44,Win
3/6/13,American Univ,Army,44,65,Loss
3/6/13,Tennessee,Auburn,82,75,Win
3/6/13,Auburn,Tennessee,75,82,Loss
3/6/13,Mt St Mary's,Bryant,75,69,Win
3/6/13,Bryant,Mt St Mary's,69,75,Loss
3/6/13,Bucknell,Navy,58,42,Win
3/6/13,Navy,Bucknell,42,58,Loss
3/6/13,Stanford,California,83,70,Win
3/6/13,California,Stanford,70,83,Loss
3/6/13,Dayton,St Bonaventure,75,63,Win
3/6/13,St Bonaventure,Dayton,63,75,Loss
3/6/13,Charlotte,Duquesne,89,87,Win
3/6/13,Duquesne,Charlotte,87,89,Loss
3/6/13,East Carolina,Tulane,88,85,Win
3/6/13,Tulane,East Carolina,85,88,Loss
3/6/13,Florida,Vanderbilt,66,40,Win
3/6/13,Vanderbilt,Florida,40,66,Loss
3/6/13,Temple,Fordham,74,55,Win
3/6/13,Fordham,Temple,55,74,Loss
3/6/13,Houston,Rice,84,62,Win
3/6/13,Rice,Houston,62,84,Loss
3/6/13,Iowa St,Oklahoma St,87,76,Win
3/6/13,Oklahoma St,Iowa St,76,87,Loss
3/6/13,La Salle,G Washington,84,70,Win
3/6/13,G Washington,La Salle,70,84,Loss
3/6/13,Lafayette,Holy Cross,77,54,Win
3/6/13,Holy Cross,Lafayette,54,77,Loss
3/6/13,Lehigh,Colgate,71,64,Win
3/6/13,Colgate,Lehigh,64,71,Loss
3/6/13,Long Island,Quinnipiac,91,83,Win
3/6/13,Quinnipiac,Long Island,83,91,Loss
3/6/13,Marshall,Southern Miss,88,84,Win
3/6/13,Southern Miss,Marshall,84,88,Loss
3/6/13,North Carolina,Maryland,79,68,Win
3/6/13,Maryland,North Carolina,68,79,Loss
3/6/13,Mercer,Lipscomb,82,48,Win
3/6/13,Lipscomb,Mercer,48,82,Loss
3/6/13,Georgia Tech,Miami FL,71,69,Win
3/6/13,Miami FL,Georgia Tech,69,71,Loss
3/6/13,NC State,Wake Forest,81,66,Win
3/6/13,Wake Forest,NC State,66,81,Loss
3/6/13,Nebraska,Minnesota,53,51,Win
3/6/13,Minnesota,Nebraska,51,53,Loss
3/6/13,New Mexico,Nevada,75,62,Win
3/6/13,Nevada,New Mexico,62,75,Loss
3/6/13,Oklahoma,West Virginia,83,70,Win
3/6/13,West Virginia,Oklahoma,70,83,Loss
3/6/13,Michigan,Purdue,80,75,Win
3/6/13,Purdue,Michigan,75,80,Loss
3/6/13,Robert Morris,St Francis NY,75,57,Win
3/6/13,St Francis NY,Robert Morris,57,75,Loss
3/6/13,San Diego St,Air Force,58,51,Win
3/6/13,Air Force,San Diego St,51,58,Loss
3/6/13,CS Bakersfield,Seattle,75,74,Win
3/6/13,Seattle,CS Bakersfield,74,75,Loss
3/6/13,South Carolina,Mississippi St,79,72,Win
3/6/13,Mississippi St,South Carolina,72,79,Loss
3/6/13,South Florida,Connecticut,65,51,Win
3/6/13,Connecticut,South Florida,51,65,Loss
3/6/13,St Joseph's PA,Rhode Island,81,44,Win
3/6/13,Rhode Island,St Joseph's PA,44,81,Loss
3/6/13,Syracuse,DePaul,78,57,Win
3/6/13,DePaul,Syracuse,57,78,Loss
3/6/13,LSU,Texas A&M,68,57,Win
3/6/13,Texas A&M,LSU,57,68,Loss
3/6/13,SMU,Tulsa,71,65,Win
3/6/13,Tulsa,SMU,65,71,Loss
3/6/13,UCF,UAB,74,70,Win
3/6/13,UAB,UCF,70,74,Loss
3/6/13,UNLV,Boise St,68,64,Win
3/6/13,Boise St,UNLV,64,68,Loss
3/6/13,VA Commonwealth,Richmond,93,82,Win
3/6/13,Richmond,VA Commonwealth,82,93,Loss
3/6/13,Villanova,Georgetown,67,57,Win
3/6/13,Georgetown,Villanova,57,67,Loss
3/6/13,Wagner,Central Conn,72,50,Win
3/6/13,Central Conn,Wagner,50,72,Loss
3/6/13,Washington,USC,65,57,Win
3/6/13,USC,Washington,57,65,Loss
3/6/13,Washington St,UCLA,73,61,Win
3/6/13,UCLA,Washington St,61,73,Loss
3/6/13,Colorado St,Wyoming,78,56,Win
3/6/13,Wyoming,Colorado St,56,78,Loss
3/6/13,Xavier,St Louis,77,66,Win
3/6/13,St Louis,Xavier,66,77,Loss
3/5/13,Akron,Miami OH,72,58,Win
3/5/13,Miami OH,Akron,58,72,Loss
3/5/13,Ohio,Buffalo,72,69,Win
3/5/13,Buffalo,Ohio,69,72,Loss
3/5/13,C Michigan,E Michigan,61,59,Win
3/5/13,E Michigan,C Michigan,59,61,Loss
3/5/13,Boston College,Clemson,68,61,Win
3/5/13,Clemson,Boston College,61,68,Loss
3/5/13,Liberty,Coastal Car,78,61,Win
3/5/13,Coastal Car,Liberty,61,78,Loss
3/5/13,Duke,Virginia Tech,85,57,Win
3/5/13,Virginia Tech,Duke,57,85,Loss
3/5/13,IL Chicago,Cleveland St,82,59,Win
3/5/13,Cleveland St,IL Chicago,59,82,Loss
3/5/13,Ohio St,Indiana,67,58,Win
3/5/13,Indiana,Ohio St,58,67,Loss
3/5/13,Iowa,Illinois,63,55,Win
3/5/13,Illinois,Iowa,55,63,Loss
3/5/13,Kansas St,TCU,79,68,Win
3/5/13,TCU,Kansas St,68,79,Loss
3/5/13,Kent,Bowling Green,69,61,Win
3/5/13,Bowling Green,Kent,61,69,Loss
3/5/13,Marshall,Southern Miss,88,84,Win
3/5/13,Southern Miss,Marshall,84,88,Loss
3/5/13,Mississippi,Alabama,87,83,Win
3/5/13,Alabama,Mississippi,83,87,Loss
3/5/13,Missouri,Arkansas,93,63,Win
3/5/13,Arkansas,Missouri,63,93,Loss
3/5/13,Notre Dame,St John's,66,40,Win
3/5/13,St John's,Notre Dame,40,66,Loss
3/5/13,Providence,Seton Hall,76,66,Win
3/5/13,Seton Hall,Providence,66,76,Loss
3/5/13,Marquette,Rutgers,60,54,Win
3/5/13,Rutgers,Marquette,54,60,Loss
3/5/13,Toledo,N Illinois,70,46,Win
3/5/13,N Illinois,Toledo,46,70,Loss
3/5/13,UNLV,Boise St,68,64,Win
3/5/13,Boise St,UNLV,64,68,Loss
3/5/13,Memphis,UTEP,56,54,Win
3/5/13,UTEP,Memphis,54,56,Loss
3/5/13,Ball St,W Michigan,89,85,Win
3/5/13,W Michigan,Ball St,85,89,Loss
3/5/13,WI Green Bay,WI Milwaukee,62,46,Win
3/5/13,WI Milwaukee,WI Green Bay,46,62,Loss
3/5/13,Youngstown St,Loyola-Chicago,62,60,Win
3/5/13,Loyola-Chicago,Youngstown St,60,62,Loss
3/4/13,Coppin St,MD E Shore,63,60,Win
3/4/13,MD E Shore,Coppin St,60,63,Loss
3/4/13,Hampton,Bethune-Cookman,75,66,Win
3/4/13,Bethune-Cookman,Hampton,66,75,Loss
3/4/13,Kansas,Texas Tech,79,42,Win
3/4/13,Texas Tech,Kansas,42,79,Loss
3/4/13,Louisville,Cincinnati,67,51,Win
3/4/13,Cincinnati,Louisville,51,67,Loss
3/4/13,Morgan St,Delaware St,66,47,Win
3/4/13,Delaware St,Morgan St,47,66,Loss
3/4/13,NC A&T,Savannah St,59,57,Win
3/4/13,Savannah St,NC A&T,57,59,Loss
3/4/13,NC Central,S Carolina St,62,54,Win
3/4/13,S Carolina St,NC Central,54,62,Loss
3/4/13,Norfolk St,Florida A&M,69,58,Win
3/4/13,Florida A&M,Norfolk St,58,69,Loss
3/4/13,Montana,Southern Utah,86,74,Win
3/4/13,Southern Utah,Montana,74,86,Loss
3/4/13,Texas,Baylor,79,70,Win
3/4/13,Baylor,Texas,70,79,Loss
3/3/13,Boston College,Virginia,53,52,Win
3/3/13,Virginia,Boston College,52,53,Loss
3/3/13,NC State,Georgia Tech,70,57,Win
3/3/13,Georgia Tech,NC State,57,70,Loss
3/3/13,Iona,Siena,80,61,Win
3/3/13,Siena,Iona,61,80,Loss
3/3/13,Loyola MD,Manhattan,63,61,Win
3/3/13,Manhattan,Loyola MD,61,63,Loss
3/3/13,Marist,Fairfield,73,60,Win
3/3/13,Fairfield,Marist,60,73,Loss
3/3/13,MD Baltimore Co,Binghamton,59,49,Win
3/3/13,Binghamton,MD Baltimore Co,49,59,Loss
3/3/13,New Hampshire,Maine,79,74,Win
3/3/13,Maine,New Hampshire,74,79,Loss
3/3/13,North Carolina,Florida St,79,58,Win
3/3/13,Florida St,North Carolina,58,79,Loss
3/3/13,Pittsburgh,Villanova,73,64,Win
3/3/13,Villanova,Pittsburgh,64,73,Loss
3/3/13,South Florida,DePaul,83,73,Win
3/3/13,DePaul,South Florida,73,83,Loss
3/3/13,Stanford,Utah,84,66,Win
3/3/13,Utah,Stanford,66,84,Loss
3/3/13,Stony Brook,Albany NY,75,70,Win
3/3/13,Albany NY,Stony Brook,70,75,Loss
3/3/13,TX Pan American,New Orleans,71,57,Win
3/3/13,New Orleans,TX Pan American,57,71,Loss
3/3/13,Hartford,Vermont,61,58,Win
3/3/13,Vermont,Hartford,58,61,Loss
3/3/13,Washington,Washington St,72,68,Win
3/3/13,Washington St,Washington,68,72,Loss
3/2/13,Appalachian St,Chattanooga,86,60,Win
3/2/13,Chattanooga,Appalachian St,60,86,Loss
3/2/13,Ark Little Rock,Arkansas St,78,71,Win
3/2/13,Arkansas St,Ark Little Rock,71,78,Loss
3/2/13,Arkansas,Kentucky,73,60,Win
3/2/13,Kentucky,Arkansas,60,73,Loss
3/2/13,Vanderbilt,Auburn,62,55,Win
3/2/13,Auburn,Vanderbilt,55,62,Loss
3/2/13,Austin Peay,TN Martin,91,58,Win
3/2/13,TN Martin,Austin Peay,58,91,Loss
3/2/13,Kansas St,Baylor,64,61,Win
3/2/13,Baylor,Kansas St,61,64,Loss
3/2/13,Belmont,Jacksonville St,78,71,Win
3/2/13,Jacksonville St,Belmont,71,78,Loss
3/2/13,Boise St,Colorado St,78,65,Win
3/2/13,Colorado St,Boise St,65,78,Loss
3/2/13,Ohio,Bowling Green,78,65,Win
3/2/13,Bowling Green,Ohio,65,78,Loss
3/2/13,Bryant,St Francis PA,85,60,Win
3/2/13,St Francis PA,Bryant,60,85,Loss
3/2/13,Buffalo,Akron,81,67,Win
3/2/13,Akron,Buffalo,67,81,Loss
3/2/13,California,Colorado,62,46,Win
3/2/13,Colorado,California,46,62,Loss
3/2/13,Rider,Canisius,65,61,Win
3/2/13,Canisius,Rider,61,65,Loss
3/2/13,Robert Morris,Central Conn,81,61,Win
3/2/13,Central Conn,Robert Morris,61,81,Loss
3/2/13,Charleston So,Coastal Car,75,64,Win
3/2/13,Coastal Car,Charleston So,64,75,Loss
3/2/13,Cincinnati,Connecticut,61,56,Win
3/2/13,Connecticut,Cincinnati,56,61,Loss
3/2/13,Brown,Columbia,61,58,Win
3/2/13,Columbia,Brown,58,61,Loss
3/2/13,Yale,Cornell,79,70,Win
3/2/13,Cornell,Yale,70,79,Loss
3/2/13,Creighton,Wichita St,91,79,Win
3/2/13,Wichita St,Creighton,79,91,Loss
3/2/13,UC Davis,CS Fullerton,71,68,Win
3/2/13,CS Fullerton,UC Davis,68,71,Loss
3/2/13,Santa Barbara,CS Northridge,83,74,Win
3/2/13,CS Northridge,Santa Barbara,74,83,Loss
3/2/13,CS Sacramento,Idaho St,53,52,Win
3/2/13,Idaho St,CS Sacramento,52,53,Loss
3/2/13,Davidson,Ga Southern,83,48,Win
3/2/13,Ga Southern,Davidson,48,83,Loss
3/2/13,Dayton,Richmond,78,74,Win
3/2/13,Richmond,Dayton,74,78,Loss
3/2/13,Delaware,George Mason,82,77,Win
3/2/13,George Mason,Delaware,77,82,Loss
3/2/13,Denver,New Mexico St,66,60,Win
3/2/13,New Mexico St,Denver,60,66,Loss
3/2/13,S Illinois,Drake,66,63,Win
3/2/13,Drake,S Illinois,63,66,Loss
3/2/13,Drexel,UNC Wilmington,62,46,Win
3/2/13,UNC Wilmington,Drexel,46,62,Loss
3/2/13,Duke,Miami FL,79,76,Win
3/2/13,Miami FL,Duke,76,79,Loss
3/2/13,E Illinois,Edwardsville,61,46,Win
3/2/13,Edwardsville,E Illinois,46,61,Loss
3/2/13,E Michigan,W Michigan,50,49,Win
3/2/13,W Michigan,E Michigan,49,50,Loss
3/2/13,North Dakota,E Washington,78,74,Win
3/2/13,E Washington,North Dakota,74,78,Loss
3/2/13,Elon,UNC Greensboro,80,66,Win
3/2/13,UNC Greensboro,Elon,66,80,Loss
3/2/13,Evansville,Indiana St,84,68,Win
3/2/13,Indiana St,Evansville,68,84,Loss
3/2/13,Mt St Mary's,F Dickinson,103,82,Win
3/2/13,F Dickinson,Mt St Mary's,82,103,Loss
3/2/13,FL Atlantic,Florida Intl,77,60,Win
3/2/13,Florida Intl,FL Atlantic,60,77,Loss
3/2/13,FL Gulf Coast,Kennesaw,67,49,Win
3/2/13,Kennesaw,FL Gulf Coast,49,67,Loss
3/2/13,Florida,Alabama,64,52,Win
3/2/13,Alabama,Florida,52,64,Loss
3/2/13,Fresno St,Air Force,56,41,Win
3/2/13,Air Force,Fresno St,41,56,Loss
3/2/13,Col Charleston,Furman,74,50,Win
3/2/13,Furman,Col Charleston,50,74,Loss
3/2/13,St Louis,G Washington,66,58,Win
3/2/13,G Washington,St Louis,58,66,Loss
3/2/13,Gardner Webb,Presbyterian,76,57,Win
3/2/13,Presbyterian,Gardner Webb,57,76,Loss
3/2/13,Georgetown,Rutgers,64,51,Win
3/2/13,Rutgers,Georgetown,51,64,Loss
3/2/13,Georgia,Tennessee,78,68,Win
3/2/13,Tennessee,Georgia,68,78,Loss
3/2/13,Gonzaga,Portland,81,52,Win
3/2/13,Portland,Gonzaga,52,81,Loss
3/2/13,Alabama St,Grambling,74,62,Win
3/2/13,Grambling,Alabama St,62,74,Loss
3/2/13,Hampton,Florida A&M,77,68,Win
3/2/13,Florida A&M,Hampton,68,77,Loss
3/2/13,Cal Poly SLO,Hawaii,64,61,Win
3/2/13,Hawaii,Cal Poly SLO,61,64,Loss
3/2/13,High Point,Campbell,63,62,Win
3/2/13,Campbell,High Point,62,63,Loss
3/2/13,Holy Cross,Colgate,74,59,Win
3/2/13,Colgate,Holy Cross,59,74,Loss
3/2/13,Houston,Marshall,103,76,Win
3/2/13,Marshall,Houston,76,103,Loss
3/2/13,Delaware St,Howard,56,53,Win
3/2/13,Howard,Delaware St,53,56,Loss
3/2/13,Detroit,IL Chicago,79,67,Win
3/2/13,IL Chicago,Detroit,67,79,Loss
3/2/13,Illinois,Nebraska,72,65,Win
3/2/13,Nebraska,Illinois,65,72,Loss
3/2/13,Indiana,Iowa,73,60,Win
3/2/13,Iowa,Indiana,60,73,Loss
3/2/13,Missouri KC,IUPUI,48,44,Win
3/2/13,IUPUI,Missouri KC,44,48,Loss
3/2/13,Jackson St,Alabama A&M,60,57,Win
3/2/13,Alabama A&M,Jackson St,57,60,Loss
3/2/13,Kansas,West Virginia,91,65,Win
3/2/13,West Virginia,Kansas,65,91,Loss
3/2/13,La Salle,Duquesne,97,64,Win
3/2/13,Duquesne,La Salle,64,97,Loss
3/2/13,Lafayette,American Univ,80,72,Win
3/2/13,American Univ,Lafayette,72,80,Loss
3/2/13,Oral Roberts,Lamar,68,50,Win
3/2/13,Lamar,Oral Roberts,50,68,Loss
3/2/13,Lehigh,Army,81,75,Win
3/2/13,Army,Lehigh,75,81,Loss
3/2/13,North Florida,Lipscomb,85,78,Win
3/2/13,Lipscomb,North Florida,78,85,Loss
3/2/13,Long Island,Quinnipiac,96,90,Win
3/2/13,Quinnipiac,Long Island,90,96,Loss
3/2/13,Louisiana Tech,San Jose St,88,61,Win
3/2/13,San Jose St,Louisiana Tech,61,88,Loss
3/2/13,BYU,Loy Marymount,73,70,Win
3/2/13,Loy Marymount,BYU,70,73,Loss
3/2/13,Marquette,Notre Dame,72,64,Win
3/2/13,Notre Dame,Marquette,64,72,Loss
3/2/13,Cent Arkansas,McNeese St,68,67,Win
3/2/13,McNeese St,Cent Arkansas,67,68,Loss
3/2/13,Kent,Miami OH,78,58,Win
3/2/13,Miami OH,Kent,58,78,Loss
3/2/13,Michigan,Michigan St,58,57,Win
3/2/13,Michigan St,Michigan,57,58,Loss
3/2/13,Minnesota,Penn St,73,44,Win
3/2/13,Penn St,Minnesota,44,73,Loss
3/2/13,Mississippi St,Mississippi,73,67,Win
3/2/13,Mississippi,Mississippi St,67,73,Loss
3/2/13,Missouri,LSU,89,76,Win
3/2/13,LSU,Missouri,76,89,Loss
3/2/13,Missouri St,Bradley,64,56,Win
3/2/13,Bradley,Missouri St,56,64,Loss
3/2/13,Wagner,Monmouth NJ,67,57,Win
3/2/13,Monmouth NJ,Wagner,57,67,Loss
3/2/13,Montana,Montana St,71,68,Win
3/2/13,Montana St,Montana,68,71,Loss
3/2/13,Morgan St,MD E Shore,58,45,Win
3/2/13,MD E Shore,Morgan St,45,58,Loss
3/2/13,SE Missouri St,Murray St,84,68,Win
3/2/13,Murray St,SE Missouri St,68,84,Loss
3/2/13,C Michigan,N Illinois,69,50,Win
3/2/13,N Illinois,C Michigan,50,69,Loss
3/2/13,N Kentucky,Jacksonville,66,62,Win
3/2/13,Jacksonville,N Kentucky,62,66,Loss
3/2/13,Bucknell,Navy,62,46,Win
3/2/13,Navy,Bucknell,46,62,Loss
3/2/13,NC A&T,S Carolina St,58,35,Win
3/2/13,S Carolina St,NC A&T,35,58,Loss
3/2/13,NC Central,Savannah St,51,47,Win
3/2/13,Savannah St,NC Central,47,51,Loss
3/2/13,N Dakota St,NE Omaha,84,57,Win
3/2/13,NE Omaha,N Dakota St,57,84,Loss
3/2/13,UNLV,Nevada,80,63,Win
3/2/13,Nevada,UNLV,63,80,Loss
3/2/13,New Mexico,Wyoming,53,42,Win
3/2/13,Wyoming,New Mexico,42,53,Loss
3/2/13,Niagara,St Peter's,78,61,Win
3/2/13,St Peter's,Niagara,61,78,Loss
3/2/13,NJIT,Houston Bap,69,58,Win
3/2/13,Houston Bap,NJIT,58,69,Loss
3/2/13,Norfolk St,Bethune-Cookman,62,61,Win
3/2/13,Bethune-Cookman,Norfolk St,61,62,Loss
3/2/13,Old Dominion,Northeastern,81,74,Win
3/2/13,Northeastern,Old Dominion,74,81,Loss
3/2/13,Weber St,Northern Arizona,80,78,Win
3/2/13,Northern Arizona,Weber St,78,80,Loss
3/2/13,Northern Iowa,Illinois St,80,72,Win
3/2/13,Illinois St,Northern Iowa,72,80,Loss
3/2/13,IPFW,Oakland,74,72,Win
3/2/13,Oakland,IPFW,72,74,Loss
3/2/13,Oklahoma,Iowa St,86,69,Win
3/2/13,Iowa St,Oklahoma,69,86,Loss
3/2/13,Oklahoma St,Texas,78,65,Win
3/2/13,Texas,Oklahoma St,65,78,Loss
3/2/13,Penn,Harvard,75,72,Win
3/2/13,Harvard,Penn,72,75,Loss
3/2/13,N Colorado,Portland St,85,75,Win
3/2/13,Portland St,N Colorado,75,85,Loss
3/2/13,Southern Univ,Prairie View,61,39,Win
3/2/13,Prairie View,Southern Univ,39,61,Loss
3/2/13,Princeton,Dartmouth,68,63,Win
3/2/13,Dartmouth,Princeton,63,68,Loss
3/2/13,Providence,St John's,62,59,Win
3/2/13,St John's,Providence,59,62,Loss
3/2/13,Liberty,Radford,73,56,Win
3/2/13,Radford,Liberty,56,73,Loss
3/2/13,UTEP,Rice,67,56,Win
3/2/13,Rice,UTEP,56,67,Loss
3/2/13,Sam Houston St,SE Louisiana,54,45,Win
3/2/13,SE Louisiana,Sam Houston St,45,54,Loss
3/2/13,San Diego,Pepperdine,76,69,Win
3/2/13,Pepperdine,San Diego,69,76,Loss
3/2/13,SF Austin,Northwestern LA,64,63,Win
3/2/13,Northwestern LA,SF Austin,63,64,Loss
3/2/13,Southern Miss,East Carolina,88,69,Win
3/2/13,East Carolina,Southern Miss,69,88,Loss
3/2/13,St Bonaventure,Charlotte,104,83,Win
3/2/13,Charlotte,St Bonaventure,83,104,Loss
3/2/13,St Francis NY,Sacred Heart,92,80,Win
3/2/13,Sacred Heart,St Francis NY,80,92,Loss
3/2/13,St Joseph's PA,Fordham,82,56,Win
3/2/13,Fordham,St Joseph's PA,56,82,Loss
3/2/13,St Mary's CA,Santa Clara,80,67,Win
3/2/13,Santa Clara,St Mary's CA,67,80,Loss
3/2/13,Mercer,Stetson,77,65,Win
3/2/13,Stetson,Mercer,65,77,Loss
3/2/13,Louisville,Syracuse,58,53,Win
3/2/13,Syracuse,Louisville,53,58,Loss
3/2/13,TAM C. Christi,Nicholls St,68,64,Win
3/2/13,Nicholls St,TAM C. Christi,64,68,Loss
3/2/13,Temple,Rhode Island,76,70,Win
3/2/13,Rhode Island,Temple,70,76,Loss
3/2/13,Tennessee St,E Kentucky,85,81,Win
3/2/13,E Kentucky,Tennessee St,81,85,Loss
3/2/13,Tennessee Tech,Morehead St,72,66,Win
3/2/13,Morehead St,Tennessee Tech,66,72,Loss
3/2/13,Texas A&M,South Carolina,74,56,Win
3/2/13,South Carolina,Texas A&M,56,74,Loss
3/2/13,Idaho,Texas St,90,81,Win
3/2/13,Texas St,Idaho,81,90,Loss
3/2/13,Texas Tech,TCU,72,63,Win
3/2/13,TCU,Texas Tech,63,72,Loss
3/2/13,Ball St,Toledo,86,72,Win
3/2/13,Toledo,Ball St,72,86,Loss
3/2/13,Towson,Hofstra,67,64,Win
3/2/13,Hofstra,Towson,64,67,Loss
3/2/13,South Alabama,Troy,53,49,Win
3/2/13,Troy,South Alabama,49,53,Loss
3/2/13,Tulsa,Tulane,78,66,Win
3/2/13,Tulane,Tulsa,66,78,Loss
3/2/13,TX Southern,Alcorn St,78,59,Win
3/2/13,Alcorn St,TX Southern,59,78,Loss
3/2/13,UAB,SMU,74,69,Win
3/2/13,SMU,UAB,69,74,Loss
3/2/13,UC Irvine,Long Beach St,72,69,Win
3/2/13,Long Beach St,UC Irvine,69,72,Loss
3/2/13,Pacific,UC Riverside,70,68,Win
3/2/13,UC Riverside,Pacific,68,70,Loss
3/2/13,Memphis,UCF,76,67,Win
3/2/13,UCF,Memphis,67,76,Loss
3/2/13,UCLA,Arizona,74,69,Win
3/2/13,Arizona,UCLA,69,74,Loss
3/2/13,ULL,ULM,71,63,Win
3/2/13,ULM,ULL,63,71,Loss
3/2/13,USC,Arizona St,57,56,Win
3/2/13,Arizona St,USC,56,57,Loss
3/2/13,UT Arlington,Utah St,61,46,Win
3/2/13,Utah St,UT Arlington,46,61,Loss
3/2/13,Seattle,UT San Antonio,53,37,Win
3/2/13,UT San Antonio,Seattle,37,53,Loss
3/2/13,Utah Valley,Chicago St,76,69,Win
3/2/13,Chicago St,Utah Valley,69,76,Loss
3/2/13,VA Commonwealth,Butler,84,52,Win
3/2/13,Butler,VA Commonwealth,52,84,Loss
3/2/13,Virginia Tech,Clemson,69,61,Win
3/2/13,Clemson,Virginia Tech,61,69,Loss
3/2/13,VMI,Longwood,94,80,Win
3/2/13,Longwood,VMI,80,94,Loss
3/2/13,W Carolina,Samford,56,54,Win
3/2/13,Samford,W Carolina,54,56,Loss
3/2/13,W Illinois,South Dakota,61,59,Win
3/2/13,South Dakota,W Illinois,59,61,Loss
3/2/13,Middle Tenn St,W Kentucky,70,62,Win
3/2/13,W Kentucky,Middle Tenn St,62,70,Loss
3/2/13,Maryland,Wake Forest,67,57,Win
3/2/13,Wake Forest,Maryland,57,67,Loss
3/2/13,Valparaiso,WI Green Bay,75,56,Win
3/2/13,WI Green Bay,Valparaiso,56,75,Loss
3/2/13,James Madison,William & Mary,69,67,Win
3/2/13,William & Mary,James Madison,67,69,Loss
3/2/13,Winthrop,UNC Asheville,70,61,Win
3/2/13,UNC Asheville,Winthrop,61,70,Loss
3/2/13,Purdue,Wisconsin,69,56,Win
